art,standort,jahr,jahrgang,n,s,ca,na,k,mg,p,mn,TC
Fichte,site_300,1994,1,11.5546218487395,0.735294117647059,4.78046218487395,0.0158928571428571,5.45588235294118,1.60819327731092,0.95063025210084,0.523109243697479,495.168067226891
Fichte,site_300,1994,1,12.7659574468085,0.851063829787234,3.77872340425532,0.0123936170212766,6.55957446808511,1.55,1.33404255319149,0.204255319148936,491.382978723404
Fichte,site_300,1994,1,11.7773019271949,0.856531049250535,4.91755888650964,0.0101927194860814,6.5492505353319,2.19271948608137,1.13811563169165,0.341541755888651,504.496788008565
Fichte,site_300,1995,1,11.0741971207087,0.8859357696567,5.16168327796235,,5.64119601328904,1.97120708748616,1.09545957918051,0.150719822812846,510.520487264673
Fichte,site_300,1995,1,12.1412803532009,0.993377483443709,4.84437086092715,,2.82229580573951,1.7924944812362,1.139293598234,0.0831677704194261,524.282560706402
Fichte,site_300,1995,1,12.1412803532009,0.772626931567329,3.60154525386313,,4.77373068432671,1.57615894039735,1.19878587196468,0.108487858719647,528.697571743929
Fichte,site_300,1995,1,11.9825708061002,0.980392156862745,6.17538126361656,,4.46187363834423,1.76579520697168,1.0041394335512,0.278747276688453,517.429193899782
Fichte,site_300,1995,1,13.172338090011,0.878155872667398,5.40834248079034,,3.93743139407245,1.67508232711306,0.810208562019759,0.11417124039517,543.358946212953
Fichte,site_300,1995,1,12.2494432071269,0.779510022271715,,,3.35634743875278,2.58463251670379,0.828062360801782,0.223552338530067,
Fichte,site_300,1996,1,12.4183006535948,0.925925925925926,4.01633986928105,,4.7363834422658,1.66013071895425,0.903921568627451,0.354193899782135,519.825708061002
Fichte,site_300,1996,1,12.6486486486486,1.07675675675676,3.61513513513514,0.00833513513513514,3.07675675675676,1.49621621621622,1.08681081081081,0.491308108108108,516.540540540541
Fichte,site_300,1996,1,11.6504854368932,0.919093851132686,4.01078748651564,0.00795037756202805,3.84897518878101,1.48867313915858,1.01790722761597,0.190679611650485,525.242718446602
Fichte,site_300,1996,1,11.3390928725702,1.02699784017279,2.81641468682505,0.00619870410367171,4.36393088552916,1.44060475161987,0.944384449244061,0.29414686825054,520.410367170626
Fichte,site_300,1996,1,12.3376623376623,1.0995670995671,4.74242424242424,,3.75865800865801,1.66125541125541,0.998160173160173,0.293225108225108,514.069264069264
Fichte,site_300,1996,1,15.0375939849624,0.992481203007519,7.05048335123523,0.0082062298603652,3.09667024704619,1.9484425349087,1.03984962406015,0.447175080558539,510.633727175081
Fichte,site_300,1997,1,13.3051742344245,0.913410770855333,4.76451953537487,0.00648363252375924,3.53748680042239,1.7286166842661,1.26979936642027,0.582798310454065,485.744456177402
Fichte,site_300,1997,1,12.1276595744681,0.782978723404255,5.40106382978723,0.00526595744680851,4.42127659574468,1.97765957446809,0.962446808510638,0.407425531914894,
Fichte,site_300,1997,1,11.6648992576882,0.833510074231177,,0.012661717921527,3.75397667020148,2.12089077412513,0.940084835630965,0.434782608695652,474.019088016967
Fichte,site_300,1997,1,12.9511677282378,0.873673036093418,5.33757961783439,0.00821656050955414,5.51167728237792,1.79511677282378,1.04957537154989,0.48947983014862,475.583864118896
Fichte,site_300,1997,1,14.4067796610169,0.936440677966102,7.38983050847458,0.0067478813559322,3.19173728813559,2.06567796610169,1.16016949152542,0.402330508474576,475.635593220339
Fichte,site_300,1997,1,12.3011664899258,0.778366914103924,4.62460233297985,0.0202332979851538,2.99469777306469,1.6542948038176,0.962460233297985,0.332481442205726,
Fichte,site_300,1998,1,13.0476291503129,0.888936034793678,4.25798239100456,0.00530391428874509,3.9471730136841,1.44478625225416,1.10045613662883,0.513747745836427,513.418903150525
Fichte,site_300,1998,1,12.7822752449936,0.818065615679591,4.32893054963784,0.00532594801874734,4.95100127822752,1.78312739667661,1.05283340434597,0.322230507030251,479.015764806136
Fichte,site_300,1998,1,13.2191201353638,0.846023688663283,6.24788494077834,0.00528764805414552,4.13811336717428,1.80626057529611,1.16592639593909,0.279050338409476,506.768189509306
Fichte,site_300,1998,1,13.7522479636094,0.864275891251454,4.49486935364435,0.00528932613984978,2.90278218554956,1.6301703163017,1.07161747593357,0.276674071723262,504.601713741669
Fichte,site_300,1998,1,13.580376881777,0.84851036951258,4.00673755132119,0.00526371196968102,5.46794399410464,1.55805874302558,1.04568901989683,0.432792925571113,479.418886198547
Fichte,site_300,1998,1,14.8022837809262,0.889194332839924,5.99809684922817,0.00528652992175936,2.78177204482977,1.78050327764855,1.13575808839078,0.319687037428632,491.541552125185
Fichte,site_300,1999,1,13.2701421800948,0.824644549763033,4.16429699842022,0.00789889415481832,3.47446024223275,1.52395997893628,1.03138493944181,0.470352817272249,514.375987361769
Fichte,site_300,1999,1,12.9897785349233,0.768739352640545,5.44293015332198,0.0079855195911414,4.7795996592845,1.98573253833049,0.953790459965928,0.431047700170358,515.119250425894
Fichte,site_300,1999,1,12.6273344651952,0.771434634974533,5.84783531409168,0.00795840407470289,4.36014431239389,1.68505942275042,1.06939728353141,0.327928692699491,509.974533106961
Fichte,site_300,1999,1,13.4609317488695,0.851824587233148,4.52308339467872,0.00788726469660322,6.40551056893469,1.80355452728994,1.09958986223578,0.489672941423914,513.829004101378
Fichte,site_300,1999,1,13.4633732640729,0.789780557616877,6.01399342732959,0.00795081098272024,2.91211703593767,1.913495176508,1.13473974345383,0.374769426481501,517.120746316124
Fichte,site_300,2000,1,13.8888888888889,0.865384615384615,5.00854700854701,0.00801282051282051,4.89529914529915,2.06730769230769,0.920192307692308,0.374508547008547,491.452991452992
Fichte,site_300,2000,1,12.9589632829374,0.93304535637149,4.59719222462203,0.00809935205183585,4.99784017278618,1.98056155507559,1.09071274298056,0.488693304535637,524.838012958963
Fichte,site_300,2000,1,13.9634801288937,0.932330827067669,5.52738990332975,0.012610096670247,3.22986036519871,1.99248120300752,0.881417830290011,0.349237379162191,518.796992481203
Fichte,site_300,2000,1,15.0862068965517,1.04633620689655,6.34913793103448,0.0157004310344828,2.9375,2.22737068965517,1.24935344827586,0.442144396551724,521.551724137931
Fichte,site_300,2001,1,11.7170856412441,0.78078397954836,6.74584576054538,0.00798892202812101,4.14571793779293,2.13783553472518,0.838730293992331,0.483745206646783,508.308478909246
Fichte,site_300,2001,1,13.9201199271871,0.935860370489346,4.85383874076453,0.008030838419531,5.61087910911232,2.04732840775244,1.20259128386337,0.483113823749866,515.57982653389
Fichte,site_300,2001,1,12.8287363694676,0.908702159503955,3.75026726534103,0.00801796023091725,3.09279452640582,1.73722471669874,1.09514646140688,0.195028864656831,519.991447509087
Fichte,site_300,2001,1,13.8577976761539,0.886899051273851,,0.0158511885726468,2.48800767508794,2.52211917706001,1.1775930071421,0.552414454748961,512.312120243044
Fichte,site_300,2002,1,10.5485232067511,0.665611814345992,4.93037974683544,0.00791139240506329,5.2289029535865,2.06012658227848,0.792827004219409,0.31665611814346,506.329113924051
Fichte,site_300,2002,1,11.6402116402116,0.708994708994709,4.7989417989418,0.0124867724867725,4.75026455026455,2.0010582010582,0.904656084656084,0.389333333333333,496.296296296296
Fichte,site_300,2002,1,12.7118644067797,0.73093220338983,5.24046610169492,0.0132309322033898,2.56567796610169,1.72775423728814,0.900423728813559,0.391938559322034,501.059322033898
Fichte,site_300,2002,1,12.6984126984127,0.783068783068783,4.16931216931217,0.00793650793650794,4.02539682539683,1.9957671957672,0.897883597883598,0.316349206349206,512.169312169312
Fichte,site_300,2003,1,10.4679158379567,0.624934575526013,7.8990892913221,0.00741128441327332,5.02564639380299,2.29247356851251,0.71244635193133,0.47627970271119,
Fichte,site_300,2003,1,10.4373238701597,0.717044149879971,5.06732073896253,0.0151132449639912,4.06638137981422,1.63135372090596,0.712869220331907,0.442605156037992,
Fichte,site_300,2003,1,11.5509818334558,0.700409534810459,7.42518114039693,0.00945080331828205,2.77538590780216,2.13483146067416,0.690223669011866,0.44313766670167,478.840701459624
Fichte,site_300,2003,1,11.5509818334558,0.734012391053239,8.94886065315552,0.0111624488081487,2.11908012181035,2.57796912737583,0.97437782211488,0.549721726346739,489.341594035493
Fichte,site_300,2004,1,12.2725349132459,0.910918324164198,5.64748201438849,0.0105797714769361,5.64748201438849,2.17308506136267,1.02708421498096,0.291451544646636,525.814642403724
Fichte,site_300,2004,1,10.8902516388243,0.955804609854092,5.5910340452527,0.00714738845421865,3.8707972087122,1.95707337703531,0.998625502220343,0.289014590822584,522.62634806513
Fichte,site_300,2006,1,10.51745898191,0.663651661758519,5.20403870424905,0.00394404711821624,5.89608750525873,2.125578460244,0.808056373580143,0.247055111485065,522.717711400926
Fichte,site_300,2006,1,12.6542233470421,0.782452810292102,5.10808815775598,0.00395444479595065,5.78930718127175,1.95191395128124,0.915322155436043,0.274491194769588,521.986713065486
Fichte,site_300,2006,1,12.6809679805559,0.780936278135898,4.75747648737187,0.00582267779773856,3.14699355384128,2.17901299799218,0.857339110218747,0.221230053894114,
Fichte,site_300,2006,1,10.5741778576716,0.610130062387649,4.76578196045258,0.00396531669662684,5.43512741884319,1.84413661837792,0.782066194353389,0.263931479327482,520.249550597441
Fichte,site_300,2007,1,11.6739628934751,0.717114863456327,5.06045445069835,0.0106316447779862,3.07900771315405,1.81780279341255,0.720241817802793,0.36543673129039,503.960808838858
Fichte,site_300,2007,1,14.4942758113644,0.742569057872072,6.39743724398698,0.0197458250183804,3.79792038651402,2.26131708854112,0.829744774708539,0.373700241571264,507.929839302594
Fichte,site_300,2007,1,13.5789473684211,0.848421052631579,8.1578947368421,0.016,6.75578947368421,2.56,1.02421052631579,0.421578947368421,510.947368421053
Fichte,site_300,2007,1,12.49343832021,0.76745406824147,5.21889763779528,,4.42309711286089,1.85196850393701,0.838845144356955,0.241154855643045,512.020997375328
Fichte,site_300,2008,1,11.9399830938292,0.74429416737109,4.38186813186813,0.01458157227388,6.3905325443787,1.66208791208791,0.858410819949281,0.285819949281488,502.324598478445
Fichte,site_300,2008,1,13.8492441061423,0.896606406596892,5.71307749233534,0.011946294534306,3.44645311343694,1.89132043556401,0.94291151284491,0.272227508193255,488.318004017338
Fichte,site_300,2008,1,11.8081180811808,0.701423299947285,4.78123352662098,0.0188719030047443,4.26884554559831,1.85767000527148,0.788719030047443,0.339694254085398,
Fichte,site_300,2008,1,11.0779718789945,0.687153813378781,6.26331487004687,0.018065615679591,4.18512995313166,1.8086919471666,0.72997443544951,0.337239028547081,516.616957818492
Fichte,site_300,2011,1,11.812669872465,0.751620321973657,5.11708132970939,0.0132552791135271,3.91177085511185,1.74053941041188,0.90633493623249,0.290194438636839,512.23081747857
Fichte,site_300,2011,1,12.906610703043,0.717733473242393,7.00419727177335,0.0112277019937041,2.20461699895068,2.55613850996852,0.796432318992655,0.432843651626443,500.524658971668
Fichte,site_300,2011,1,12.0570350178234,0.772698678968337,4.24093101279094,0.0128433633885511,2.98070874397148,1.65338645418327,0.918431537009855,0.361291675403649,502.201719438037
Fichte,site_300,2011,1,10.4573782613288,0.636949403190029,6.10224992077744,,4.17872610119362,1.80310552445336,0.669694729058836,0.443329460230274,505.968099714799
Fichte,site_700,1993,1,10.5909764880322,0.953187883922898,3.93242957000635,0.0052954882440161,3.98220715950011,2.0408811692438,0.912624443973734,0.0192014403728024,505.189578479136
Fichte,site_700,1993,1,11.7170856412441,1.06518960374947,6.94929697486153,0.00532594801874734,3.61099275671069,,1.06423093310609,0.0376438005965062,509.160630592245
Fichte,site_700,1994,1,9.47368421052632,0.736842105263158,3.12421052631579,0.0161368421052632,5.03368421052632,1.75157894736842,0.842105263157895,0.0183157894736842,509.263157894737
Fichte,site_700,1994,1,10.515247108307,0.946372239747634,5.72765509989485,0.0167928496319664,3.82754994742377,2.57728706624606,1.02944269190326,0.0385909568874869,495.89905362776
Fichte,site_700,1995,1,13.1434830230011,,2.70974808324206,,5.35706462212486,1.03176341730559,0.954764512595838,0.14302300109529,491.785323110624
Fichte,site_700,1995,1,14.2857142857143,1.0989010989011,3.45934065934066,,6.86923076923077,1.33956043956044,,0.0883296703296703,546.153846153846
Fichte,site_700,1996,1,10.1293103448276,1.03448275862069,7.22952586206897,0.0075323275862069,2.60021551724138,2.23599137931035,0.783297413793103,0.0692887931034483,515.840517241379
Fichte,site_700,1996,1,11.2068965517241,0.90301724137931,4.33405172413793,,4.74245689655172,1.65301724137931,0.967133620689655,0.0486530172413793,525
Fichte,site_700,1997,1,12.7253446447508,0.731707317073171,5.78366914103924,0.0187698833510074,4.38176033934252,2.05620360551432,0.957900318133616,0.0651113467656416,475.07953340403
Fichte,site_700,1997,1,13.0021141649049,0.829809725158562,8.48837209302325,0.0131183932346723,3.05496828752643,2.18710359408034,0.835200845665962,0.0688372093023256,
Fichte,site_700,1998,1,10.7993647432504,0.682901005823187,4.02011646373743,0.0186871360508205,4.75913181577554,1.59237691900476,0.912228692429857,0.0517628374801482,480.571731074643
Fichte,site_700,1998,1,9.94814266059901,0.779976717112922,6.76685363530532,0.00529156524499947,2.58016721346174,2.0425441845698,0.79902635199492,0.0605672557942639,480.050799026352
Fichte,site_700,1999,1,9.93027678005493,0.938094231988168,7.07796323684767,0.00792309317557574,2.87027255440524,2.3948869638707,0.835305303190366,0.0829178111134587,518.170293682654
Fichte,site_700,1999,1,11.1994975926314,0.654176261251832,4.07891982415742,0.0182436675737911,4.98534645174796,1.69457818714674,0.866338706301026,0.0612832321540716,494.871258111786
Fichte,site_700,2000,1,11.7773019271949,0.790149892933619,3.27301927194861,0.0132869379014989,5.40578158458244,1.78051391862955,0.950214132762312,0.0485117773019272,507.494646680942
Fichte,site_700,2000,1,10.6951871657754,0.947593582887701,7.36042780748663,0.0127379679144385,3.51978609625668,2.63101604278075,0.819572192513369,0.0889090909090909,513.368983957219
Fichte,site_700,2001,1,10.6303816307005,0.717550760072287,4.43074306367599,0.0174763474008717,4.02678856170937,1.81141702987137,0.862549165515042,0.0570851493568619,515.998724354204
Fichte,site_700,2001,1,9.56937799043062,0.778309409888357,7.48538011695906,0.0154704944178628,2.66985645933014,2.16267942583732,0.747687400318979,0.0589686337054758,505.263157894737
Fichte,site_700,2002,1,8.49256900212314,0.636942675159236,7.04140127388535,0.00796178343949045,3.14755838641189,2.1963906581741,0.653927813163482,0.0486942675159236,502.123142250531
Fichte,site_700,2002,1,11.7021276595745,0.662765957446808,4.40957446808511,0.0132659574468085,4.32872340425532,1.89148936170213,0.788297872340426,0.0493191489361702,517.021276595745
Fichte,site_700,2003,1,9.45179584120983,0.701533291325352,6.00084015963033,0.00818105440033606,3.38059231253938,2.05419029615627,0.721802142407057,0.0492123503465658,478.890989287965
Fichte,site_700,2003,1,10.4264414555312,0.699614221666145,3.83693045563549,0.00961317902199979,5.07246376811594,1.5347721822542,0.900740277343343,0.0308205609425503,486.914815973308
Fichte,site_700,2004,1,10.9832083641356,1.01805892913718,7.16971169078044,0.0108353574823107,4.41968528883726,2.43848347238357,1.02407857218291,0.0604076460027458,515.788362023445
Fichte,site_700,2004,1,10.6271043771044,0.794402356902357,3.6026936026936,0.00942760942760943,6.93076599326599,1.53198653198653,1.04534932659933,0.0358585858585859,513.994107744108
Fichte,site_700,2006,1,9.4776748104465,0.696082561078349,7.07982308340354,0.00394903117101938,4.14595619208088,2.08824768323505,0.766638584667228,0.0371208930075821,509.688289806234
Fichte,site_700,2006,1,10.4964836779679,0.66337776844757,3.82911724572268,0.00764144011756062,5.78251285819251,1.69413246562402,0.934187047339141,0.0279206465833946,504.880864910255
Fichte,site_700,2007,1,10.4646295521139,0.656132272917539,5.45311845960653,0.0220803683549602,5.0272080368355,2.16408539137715,0.914608622854751,0.0577647551276685,506.697362913353
Fichte,site_700,2007,1,9.24078546676468,0.665756589310091,9.20508243200672,,2.03717315971858,2.85204242360601,0.658405964506983,0.0853722566418145,503.727816864433
Fichte,site_700,2008,1,10.6742760515747,0.872965546396111,7.1993236102304,0.0200803212851406,4.40604523356584,2.26907630522088,0.946205876136123,0.0603043753963221,505.072923272035
Fichte,site_700,2008,1,10.0010527423939,0.753658279818928,3.41720181071692,0.0157700810611643,5.89535740604274,1.63911990735867,0.894304663648805,0.0236340667438678,490.367407095484
Fichte,site_700,2011,1,10.6663850459394,0.920899778223677,5.86123138663006,0.0162635970007393,3.78287041926286,2.91583060513254,1.02967578413771,0.0651599957756891,509.029464568592
Fichte,site_700,2011,1,11.4966775656576,0.699293323489083,4.77903174770594,,4.6661744541715,1.81626410716169,0.892310937664803,0.0531589494779032,519.987343107267
Fichte,site_700,2014,1,9.70873786407767,0.5481783067126,3.50454118383965,0.0160141977241883,5.20096043428333,1.3373003445036,0.856352437623969,0.0493579705606013,510.074120471866
Fichte,site_700,2014,1,10.6649937264743,0.801233793391886,7.39962358845671,0.0106231702216646,4.54412379757424,,1.14910079464659,0.0643559180259306,503.4504391468
Fichte,site_700,2015,1,10.3157894736842,0.637684210526316,5.89894736842105,0.0227052631578947,5.46842105263158,1.72842105263158,0.823684210526316,0.0658947368421053,516.842105263158
Fichte,site_700,2015,1,9.54578831427672,0.740795132696947,,0.0222700094408895,4.701562991713,2.96968425469422,0.896989405223959,0.0495122207070177,516.626455470471
Fichte,site_700,2016,1,10.5119310417324,0.693787448754336,3.56144223693893,0.0158730158730159,6.21044885945548,1.39913802165458,0.914643119941133,0.0301692420897719,536.108483128351
Fichte,site_700,2016,1,9.01373021695839,0.640394088669951,5.62834084477518,0.0123676763441987,4.16518184676659,2.65380987317891,0.917304265800231,0.0554449219159417,493.973378052615
Fichte,site_700,2017,1,9.77130977130977,0.83991683991684,5.65488565488566,0.0132640332640333,4.07172557172557,2.84303534303534,0.993555093555094,0.0407380457380457,
Fichte,site_700,2017,1,9.25155925155925,0.634095634095634,3.90852390852391,0.012962577962578,5.3970893970894,1.45218295218295,0.834407484407484,0.050956340956341,507.900207900208
Fichte,site_700,2018,1,11.0294117647059,0.796218487394958,6.91071428571429,0.0115546218487395,4.46848739495798,2.71638655462185,1.04422268907563,0.0397058823529412,539.915966386555
Fichte,site_700,2018,1,13.1164742917104,0.679958027282267,7.03882476390346,0.0111227701993704,4.23294858342078,2.01783840503673,0.871668415529906,0.0661070304302204,539.349422875131
Fichte,site_700,2019,1,8.9452881214895,0.754108591637196,6.74017058456418,0.00940295402537965,5.19242770959018,2.6222175993343,0.92989390472228,0.0512793842313293,527.355939255253
Fichte,site_700,2019,1,,0.706053369328211,3.0225314089918,0.00645831170179628,7.22458727027308,1.18990759007372,0.824421140068529,0.0329145467760357,
Fichte,site_700,2020,1,13.4299722873588,0.877211681944148,8.4640801534854,0.0110850564911533,3.64101470901727,3.02707311873801,1.0594755915583,0.0467917288424643,547.857599658921
Fichte,site_700,2020,1,12.1638924455826,0.805591122492531,7.81476739223218,0.0152582159624413,5.35104566794708,1.87580025608195,0.948570209133589,0.0542040119504908,
Fichte,site_700,2021,1,13.5603910438348,0.80206033848418,4.26048565121413,0.0106170503521497,5.42520761063807,2.11289813938821,1.00599180069379,0.0312204351939451,536.108483128351
Fichte,site_700,2021,1,13.215859030837,0.701699181875393,3.12041116005874,0.0111181036291168,6.64149360184602,1.48311306901615,0.850639815397525,0.0353471785189847,534.927627438641
Fichte,site_2900,2011,1,11.2560488112771,0.71323374710709,5.13044393014938,0.0203029665474437,4.11634756995582,1.56217126025668,0.853145381864086,0.315169366715758,493.372606774669
Fichte,site_2900,2011,1,13.1551252367923,0.777731003999158,5.64197011155546,0.0191538623447695,2.98358240370448,2.45106293411913,1.02083771837508,0.23847611029257,488.318248789729
Fichte,site_2900,2011,1,13.110971260751,0.832808894482903,5.58527375707992,0.0186595342983008,3.96895322005454,2.20683868260961,1.12020138451856,,516.047828823159
Fichte,site_2900,2011,1,13.3473462953232,0.809248554913295,4.98686284813452,0.0238465580662112,4.03152916447714,1.24435102469785,1.26116657908565,0.223016290068313,497.109826589595
Fichte,site_2900,2014,1,13.4242265338228,0.874252753015207,4.69638175144205,0.0148925013109596,4.44467750393288,2.19821709491348,1.19874147876245,0.303513371788149,528.474042999476
Fichte,site_2900,2014,1,12.2308174785699,0.764791971565963,3.68283504076939,0.0166631821032825,4.25987873719423,2.36776081956931,1.27953167468116,0.211478151787581,496.132134643529
Fichte,site_2900,2014,1,14.7705845380264,0.951288497800126,4.7349675256652,0.0120050282840981,4.44060339409177,2.39472030169705,1.34820867379007,,499.371464487744
Fichte,site_2900,2014,1,12.3624934520691,0.779046621267679,5.17443687794657,0.0125091671031954,4.22420115243583,1.68046097433211,1.06966998428497,0.241382922996333,515.557883708748
Fichte,site_2900,2015,1,12.0684227096233,0.820652744254381,5.58715500052471,0.0105152691782978,5.45177878056459,2.07262042187008,1.00556196872704,0.281876377374331,503.410641200546
Fichte,site_2900,2015,1,11.2881105601857,0.738158033547843,6.88996729612828,0.0161303935014242,3.07838379575905,2.26289693005591,0.761156240109716,0.279354362274502,506.699018883848
Fichte,site_2900,2015,1,13.0211067940775,0.84532185235745,4.91546781476425,0.0122755434211908,4.6550456788827,1.9710175364906,1.02247191011236,,507.298120340229
Fichte,site_2900,2015,1,10.9140518417462,0.771539510966523,8.86661769335712,0.0174729772274111,3.32878581173261,1.63500892013852,0.881519571833351,0.28670374645818,504.774897680764
Fichte,site_2900,2016,1,13.0320546505518,0.820809248554913,3.55333683657383,0.00767209668943773,4.37204414083027,1.54808197582764,0.919180241723594,0.252653704676826,531.266421439832
Fichte,site_2900,2016,1,12.5408367583518,0.744019390873643,4.65064811887449,0.0107492886500158,3.63578880809358,2.33322794815049,0.982822215196543,0.21382653598904,527.663610496364
Fichte,site_2900,2016,1,13.1051139346844,0.803318282053974,4.28541426021212,0.00714060695159088,4.22135881549932,1.51107844166754,1.1504777906122,0.2211487976478,528.089887640449
Fichte,site_2900,2016,1,12.7535019862011,0.951285803888773,3.71524148024253,0.0219527493205101,4.8442400167259,1.96529374869329,1.11572234998955,0.600773573071294,486.619276604641
Fichte,site_2900,2017,1,12.6951092611863,0.841831425598335,4.10822060353798,0.00607700312174818,4.34027055150885,1.76690946930281,1.06212278876171,0.285785639958377,502.081165452654
Fichte,site_2900,2017,1,11.9418483904465,0.83073727933541,3.21183800623053,0,6.20560747663551,1.98753894080997,1.14506749740395,0.158681204569055,518.483904465213
Fichte,site_2900,2017,1,12.8125,0.965625,4.62916666666667,0.00390625,5.42291666666667,2.084375,1.2215625,,508.4375
Fichte,site_2900,2017,1,11.6545265348595,0.791883454734651,4.23309053069719,0.00390218522372529,3.83246618106139,1.3267429760666,0.979292403746098,0.201685744016649,513.111342351717
Fichte,site_2900,2018,1,14.2857142857143,0.738445378151261,6.17016806722689,0.0216386554621849,4.11764705882353,2.1218487394958,0.996953781512605,0.298319327731092,
Fichte,site_2900,2018,1,14.3157894736842,0.772631578947368,6.78842105263158,0.0135789473684211,4.24210526315789,2.82105263157895,1.00347368421053,0.212631578947368,524.210526315789
Fichte,site_2900,2018,1,12.8151260504202,0.809873949579832,6.8077731092437,0.00588235294117647,4.07668067226891,1.55987394957983,1.10504201680672,0.235294117647059,
Fichte,site_2900,2018,1,13.0753138075314,0.768828451882845,3.14330543933054,0.0110878661087866,4.68305439330544,1.38702928870293,0.928138075313807,0.494769874476987,530.334728033473
Fichte,site_2900,2019,1,12.4375520399667,0.783721898417985,5.44442131557036,0.0111365528726062,4.33180682764363,2.04308909242298,0.871149042464613,0.311199000832639,540.174854288093
Fichte,site_2900,2019,1,11.6254822229173,0.772599311854864,3.96621832968408,0.00604733604420811,5.2914190386821,2.14888958398499,0.933166510270045,0.156396621832968,542.174955687624
Fichte,site_2900,2019,1,12.1004566210046,0.656911581569116,3.61560813615608,0.00728518057285181,3.8387297633873,1.07409713574097,0.749273557492736,0.129721876297219,532.378580323786
Fichte,site_2900,2019,1,15.3572921019641,0.97367321353949,3.72231508566653,0.00592352695361471,6.00501462599248,2.21479314667781,1.18470539072294,0.547430004178855,
Fichte,site_2900,2020,1,12.9566694987256,0.782710280373832,7.92480883602379,0.0210280373831776,3.29545454545455,2.78674596431606,1.12361937128292,0.454545454545455,536.321155480034
Fichte,site_2900,2020,1,15.0423728813559,0.889830508474576,,0.0135593220338983,3.59639830508475,,1.04131355932203,0.308262711864407,
Fichte,site_2900,2020,1,14.0291210543097,0.893825061111702,8.67786162185142,0.00978850037198427,3.85907110213625,1.96939100860878,1.17228185779573,0.334785843341482,
Fichte,site_2900,2020,1,13.7537029200169,0.978628861616589,5.24650867541261,0.00992382564536606,6.06961489631824,2.46085484553534,1.24312314853999,,544.858231062209
Fichte,site_2900,2021,1,15.6037281390722,0.747722274583726,3.24746046706461,0.0125667609173735,4.53345900094251,1.67870981254582,0.936223688344329,0.21363493559535,544.559639752854
Fichte,site_2900,2021,1,,0.817116551579828,4.0636116342331,0.00900816070307596,5.03871102741159,2.3017367650136,1.0075329566855,0.173676501360117,536.723163841808
Fichte,site_2900,2021,1,8.67148998636888,0.760197126979134,4.04634581105169,0.0105903323896403,5.03512635000524,1.4815979867883,0.979343609101395,0.180350214952291,534.75935828877
Fichte,site_2900,2021,1,9.95828988529719,0.948905109489051,2.59645464025026,0.00773722627737226,5.74973931178311,1.76016684045881,1.12408759124088,0.397288842544317,538.060479666319
Fichte,site_300,1992,2,10.5119310417324,,9.72563859981079,0.0168190896667718,3.42373594029223,1.98044780826238,0.973404814464417,0.425733207190161,521.391779669925
Fichte,site_300,1992,2,9.42408376963351,,5.97486910994764,0.0115183246073298,3.56335078534031,1.45759162303665,0.939267015706806,0.345549738219895,536.125654450262
Fichte,site_300,1992,2,11.5473441108545,1.04975855553223,8.49464623136678,,5.86500104975855,1.93575477640143,1.03401217719924,0.43355028343481,525.929036321646
Fichte,site_300,1992,2,11.4942528735632,0.83594566353187,7.01253918495298,0.0125391849529781,4.96133751306165,1.66353187042842,0.839080459770115,0.521421107628004,518.28631138976
Fichte,site_300,1992,2,11.5400755350399,0.839278220730172,9.46496013428452,0.0167855644146034,3.33613092740243,1.59672681493915,0.861309274024339,0.42488459924465,539.236256819136
Fichte,site_300,1992,2,12.565445026178,,6.42722513089005,0.00523560209424084,4.76020942408377,1.85130890052356,0.979057591623037,0.34869109947644,528.795811518325
Fichte,site_300,1993,2,11.7370892018779,0.853606487409304,8.73452838241571,0.00533504054630815,2.43491250533504,2.53307725138711,0.809752454118651,0.20004268032437,515.364916773368
Fichte,site_300,1993,2,11.7975117975118,0.858000858000858,7.09030459030459,0.00536250536250536,2.67160017160017,1.68060918060918,0.738202488202488,0.418800943800944,518.018018018018
Fichte,site_300,1993,2,13.9335476956056,0.964630225080386,9.26473740621651,0.00535905680600214,4.06109324758842,2.13719185423365,0.877813504823151,0.50459807073955,505.894962486602
Fichte,site_300,1993,2,11.727078891258,0.746268656716418,8.38592750533049,0.00533049040511727,3.55117270788913,1.96481876332623,0.7,0.742697228144989,506.396588486141
Fichte,site_300,1993,2,12.8122998078155,1.06769165065129,7.893444373265,0.00533845825325646,3.93551142430066,1.89194960495409,0.90881913303438,0.30949177877429,511.424300661969
Fichte,site_300,1993,2,13.9156497538,0.856347677156926,8.4810533076429,0.01252408477842,4.22607578676943,2.41704131877542,0.88846071505031,0.425069578248769,523.442517662171
Fichte,site_300,1994,2,12.6182965299685,0.841219768664564,6.84963196635121,0.00867507886435331,3.06309148264984,2.35541535226078,0.874868559411146,0.203995793901157,509.779179810726
Fichte,site_300,1994,2,11.8025751072961,0.858369098712446,6.16630901287554,0.0245815450643777,2.77467811158798,1.9431330472103,0.737124463519313,0.34549356223176,510.622317596567
Fichte,site_300,1994,2,13.8150903294368,0.850159404888417,10.1902231668438,0.0139532412327311,4.87141339001063,2.36450584484591,0.935175345377258,0.527098831030818,498.193411264612
Fichte,site_300,1994,2,12.8755364806867,0.751072961373391,7.46781115879828,0.01,3.39914163090129,1.62231759656652,0.695278969957081,0.685622317596567,498.605150214592
